문화시설명,주제분류,문화분류,주소,자치구,행정동명,행정동ID_8자리,위도,경도,무료여부,관람시간,휴관일,객석수,전화번호,홈페이지,매칭거리_m,매칭품질
스페이스깨,미술관/갤러리,전시시설,서울 종로구 자하문로5길 15 1층 스페이스깨,종로구,사직동,11010530,37.5776350450917,126.970971252469,무료,,매주 화요일,,홈페이지 참고,https://spaceccae.notion.site/spaceccae/Space-Ccae-0138d603a8034090ad615346e1a277f2,75.1,양호
신문박물관PRESSEUM,박물관/기념관,전시시설,"서울 종로구 세종대로 152 일민미술관건물 5층, 6층",종로구,사직동,11010530,37.5698677620456,126.977657083792,유료,화~일 10:00~18:00,"매주 월요일 / 1월 1일 / 설, 추석 연휴 / 봄, 가을 정기휴관 (3월, 9월 첫째 주 화?일요일)",,02-2020-1880,http://presseum.or.kr/,29.2,양호
아트사이드 갤러리,미술관/갤러리,전시시설,서울 종로구 자하문로6길 15 아트사이드 갤러리,종로구,사직동,11010530,37.5782683724918,126.972946031397,무료,10:00 ~ 18:00,연중무휴(명절제외),,02-725-1020,http://www.artside.org/,31.7,양호
이회영기념관,박물관/기념관,전시시설,서울 종로구 사직로6길 15 이회영기념관,종로구,사직동,11010530,37.5731739268239,126.965832677435,무료,,매주 월요일,,02-755-0610,http://leehoeyeong.com/,60.3,양호
일민미술관,미술관/갤러리,전시시설,서울특별시 종로구 세종대로 152,종로구,사직동,11010530,37.5698677620456,126.977657083792,유료,화~일 11:00~19:00,매주 월요일 및 추석 당일 휴관,,02-2020-2050,http://www.ilmin.org/,29.2,양호
주한중국문화원,문화원,공연시설,서울특별시 종로구 사직로8길 23-1,종로구,사직동,11010530,37.5746039215037,126.971348034463,유료,화-토요일 09:00~17:00(점심시간 12:00~13:00),"매주 토,일",,02-733-8307,http://www.cccseoul.org/,71.7,양호
표갤러리,미술관/갤러리,전시시설,서울특별시 종로구 자하문로5길 18-4,종로구,사직동,11010530,37.5778944965139,126.970829642595,유료,09:30 ~ 19:00,일요일 * 전시있을 경우 (10:00 ~ 18:00),,02-543-7337,https://www.pyogallery.com/,44.0,양호
황학정 국궁전시관,박물관/기념관,전시시설,서울특별시 종로구 사직로9길 15-32,종로구,사직동,11010530,37.5779183632114,126.963945833593,유료,,"매주 월요일, 1월1일, 설날 및 추석 당일",,"02-722-1600, 0424",https://www.jfac.or.kr/site/main/content/kbow01,39.7,양호
57th갤러리,미술관/갤러리,전시시설,"서울 종로구 율곡로3길 17 2층, 지하",종로구,삼청동,11010540,37.5764227904413,126.982592565586,무료,,없음,,02-733-2657,http://www.57gallery.co.kr/,96.8,양호
CN갤러리 (충남문화예술 서울전시장),미술관/갤러리,전시시설,서울특별시 종로구 북촌로5길 56-7 CN갤러리(정독도서관 앞),종로구,삼청동,11010540,37.5800389234192,126.981945857423,무료,,"월요일, 공휴일 휴관",,02-739-6405~6,https://cngallery.kr/,41.5,양호
MGFS100갤러리,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 122 1층,종로구,삼청동,11010540,37.5861678210732,126.981816438846,무료,,"매주 월, 화요일",,전화 02-720-1220,https://www.mgfs.co.kr/,129.1,양호
MGFS100갤러리,미술관/갤러리,전시시설,서울 종로구 삼청로 122 1층 mgfs100,종로구,삼청동,11010540,37.58617358750333,126.98181689032252,무료,,매주 화요일,,02-720-1220,http://mgfs.co.kr,129.7,양호
PKM 갤러리,미술관/갤러리,전시시설,서울 종로구 삼청로7길 40 PKM 갤러리,종로구,삼청동,11010540,37.5840916531266,126.980082350686,유료,10:00 ~ 18:00,월요일,,02-734-9467,http://www.pkmgallery.com/,47.6,양호
갤러리 도올,미술관/갤러리,전시시설,서울 종로구 삼청로 87 도올빌딩 2층,종로구,삼청동,11010540,37.5832322737028,126.981676992197,무료,평일 10:30 ~ 18:30 휴일 11:30 ~ 18:30,무휴(전시기간중),,02-739-1405~6,http://www.gallerydoll.com/,98.4,양호
갤러리 마롱,미술관/갤러리,전시시설,서울특별시 종로구 북촌로 143-6,종로구,삼청동,11010540,37.5870817484472,126.98275199004,무료,,"월요일, 화요일, 설날, 추석연휴 등",,02-720-4540,https://www.gallerymarron.com/,48.8,양호
갤러리단정,미술관/갤러리,전시시설,서울 종로구 북촌로5가길 8-7 1층,종로구,삼청동,11010540,37.5802319009601,126.98244144798,무료,,매주 월요일,,02-6104-0058,https://www.instagram.com/gallerydanjung/,38.0,양호
갤러리제이원 서울,미술관/갤러리,전시시설,서울특별시 종로구 팔판길 13,종로구,삼청동,11010540,37.5825613346848,126.980738496133,무료,,"매주 일요일, 전시 준비 기간 중, 공휴일",,02-733-0101,https://www.galleryjone.com/,31.0,양호
갤러리현대,미술관/갤러리,전시시설,서울 종로구 삼청로 14 갤러리현대,종로구,삼청동,11010540,37.5773056844787,126.979823330741,무료,"화요일~토요일 : 10:00 ~ 18:00일요일,공휴일 : 10:00 ~ 17:00",매주 월요일,,02-2287-3500,http://www.galleryhyundai.com/,72.8,양호
공근혜갤러리 K.O.N.G. GALLERY,미술관/갤러리,전시시설,서울특별시 종로구 삼청로7길 38,종로구,삼청동,11010540,37.5840295953174,126.979674787414,유료,,"매주 일, 월요일",,02-738-7776,http://www.konggallery.com,21.6,양호
국립민속박물관,박물관/기념관,전시시설,서울특별시 종로구 삼청로 37,종로구,삼청동,11010540,37.58167716587645,126.9790131306123,유료,3월 10월 09:00~18:0011월 2월 09:00~17:00,"1월 1일, 설 당일, 추석 당일",,02-3704-3114,https://www.nfm.go.kr/home/index.do,142.1,양호
국립현대미술관 서울,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 30,종로구,삼청동,11010540,37.5786280284849,126.980087994867,유료,"화, 목, 금, 일 10:00 ~ 18:00, 수, 토 10:00 ~ 21:00(야간개장 오후 6~9시 무료관람)","1월 1일, 설날, 추석",,02-3701-9500,https://www.mmca.go.kr/visitingInfo/seoulInfo.do,86.7,양호
국제갤러리,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 54,종로구,삼청동,11010540,37.5807206678387,126.98057390782,무료,10:00 ~ 18:00 (화~토) 10:00 ~ 17:00 (일),연중무휴,,02-735-8449,https://www.kukjegallery.com/,61.1,양호
금호미술관,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 18,종로구,삼청동,11010540,37.5774667074193,126.979912833772,유료,10:00~18:00,월요일,,02-720-5114,http://www.kumhomuseum.com/,58.2,양호
북촌동양문화박물관,박물관/기념관,전시시설,서울특별시 종로구 북촌로11길 76,종로구,삼청동,11010540,37.5839903499019,126.983370412821,유료,,없음,,02-723-0190,https://blog.naver.com/baamuseum,9.6,양호
북촌생활사박물관,박물관/기념관,전시시설,서울특별시 종로구 북촌로5나길 90,종로구,삼청동,11010540,37.5844954835796,126.982996796521,유료,,"매주 월요일, 설, 추석 연휴",,02-736-3957,http://cafe.daum.net/namu3579,48.8,양호
삼청공원 숲속도서관,도서관,도서관,서울 종로구 북촌로 134-3 삼청공원 내,종로구,삼청동,11010540,37.5879786940055,126.984086790682,무료,,"월요일, 1월1일, 설,추석연휴 휴무",,02-734-3900,https://www.jfac.or.kr/site/main/content/samcheong01,27.6,양호
서울공예박물관,박물관/기념관,전시시설,서울특별시 종로구 율곡로3길 4,종로구,삼청동,11010540,37.5766481740232,126.983533363501,무료,"전시실 : 10:00~18:00(평일, 주말 동일)<br>            ※ 2024년 4월 12일(금)부터 매주 금요일은 21:00까지 야간개관합니다.<br>            ※ 아카이브실은 평일(화~금)에만 운영됩니다.<br>            ※ 박물관 입장마감  : 17:30분<br>야외공간 : 안전사고 예방을 위해 야간 시간대의 공예마당 출입제한<br>              (제한시간 : 22:00~다음날 08:00)","매주 월요일, 1월1일",,02-6450-7000,http://craftmuseum.seoul.go.kr,92.6,양호
세계장신구박물관,박물관/기념관,전시시설,서울 종로구 북촌로5나길 2 세계장신구박물관,종로구,삼청동,11010540,37.5809771968776,126.981805927261,유료,10:00~19:00,사전예약제,,02-730-1610,http://www.wjm.or.kr/,45.8,양호
송원아트센터,미술관/갤러리,전시시설,서울특별시 종로구 윤보선길 75,종로구,삼청동,11010540,37.5793191593831,126.983448207812,무료,,월요일,,02-735-9277,https://songwonart.org/,140.9,양호
아트선재센터,미술관/갤러리,전시시설,서울 종로구 율곡로3길 87 아트선재센터,종로구,삼청동,11010540,37.5794635323506,126.981839239613,유료,11:00~19:00,"매주 월요일, 1월 1일, 설날 및 추석 연휴",,0507-1321-8951,http://www.artsonje.org/,41.2,양호
아트센터림,기타,기타문화,"서울 종로구 율곡로3길 77 지하2층,지상2층",종로구,삼청동,11010540,37.5790919031737,126.982040842138,유료,,"매주 월요일, 공휴일",,0507-1410-1504,https://artcenterlim.co.kr/,53.8,양호
안국동 윤보선가,박물관/기념관,전시시설,서울특별시 종로구 윤보선길 62,종로구,삼청동,11010540,37.5789462729289,126.98369950094,유료,,변동,,02-120,https://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=26989&menuNo=2009,139.4,양호
지우헌,미술관/갤러리,전시시설,서울특별시 종로구 북촌로11라길 13,종로구,삼청동,11010540,37.5833833879584,126.982999426985,유료,,"매주 일요일, 월요일, 공휴일 휴관",,02-765-7964,https://www.instagram.com/jiwooheon_dh/,44.8,양호
킵인터치,미술관/갤러리,전시시설,서울특별시 종로구 북촌로1길 13,종로구,삼청동,11010540,37.5773133865904,126.984946373051,무료,,월요일,,홈페이지 참고,https://keepintouchseoul.wordpress.com/,94.1,양호
학고재,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 50,종로구,삼청동,11010540,37.5804654638012,126.980316758246,무료,하절기(3월-11월)월-금: 오전 9시-오후 7시토: 오전 9시 ？ 오후 6시일: 휴관/전시 기간 중 무휴 오전 10시-오후 6시동절기(12월-2월) 월-토: 오전 10시-오후 6시일: 휴관/전시 기간 중 무휴 오전 10시-오후 6시,"매주 월,일요일",,02-720-1524,http://hakgojae.com/,64.0,양호
한국공예문화진흥원,미술관/갤러리,전시시설,서울 종로구 율곡로 53 해영회관 5층,종로구,삼청동,11010540,37.576600362627,126.985127531969,무료,10:00 ~ 18:00,"토,일요일 휴무 (명절제외)",,02-398-7900,http://www.kcdf.kr/,80.8,양호
한벽원미술관,미술관/갤러리,전시시설,서울특별시 종로구 삼청로 83,종로구,삼청동,11010540,37.5828831210893,126.981563523249,무료,,"신정, 명절 휴무",,02-732-3777,-,67.3,양호
헌법재판소 전시관,기타,기타문화,서울 종로구 북촌로 15 헌법재판소,종로구,삼청동,11010540,37.5775337374097,126.984694556818,무료,, 매주 토?일요일 및 공휴일,,02-710-4296,https://www.ccourt.go.kr/site/kor/04/10408020000002020100509.jsp,72.7,양호
호리아트스페이스,미술관/갤러리,전시시설,서울특별시 종로구 삼청로7길 11,종로구,삼청동,11010540,37.5837344936393,126.981144526694,무료,,"전시기간 중 매주 일요일, 월요일, 공휴일",,02-511-5482,http://horiartspace.com,109.4,양호
아름꿈도서관,도서관,도서관,서울 종로구 종로58가길 19 2층,종로구,숭인제1동,11010700,37.5726963187211,127.017117455617,무료,,"매주 일요일, 법정공휴일",,02- 2237 -6644,https://www.jfac.or.kr/site/main/content/arum_dream01,85.0,양호
뮤지엄김치간,박물관/기념관,전시시설,서울 종로구 인사동길 35-4 인사동마루 본관 4~6층,종로구,숭인제2동,11010710,37.5129437,127.0571142,유료,화~일 10:00~18:00,"월요일, 1월 1일, 설?추석연휴, 12월 25일",,"02-2088-8531, 02-2088-3795",https://www.kimchikan.com/,7580.0,확인필요
NC문화재단,기타,기타문화,서울특별시 종로구 이화장길 100,종로구,이화동,11010640,37.5798042434578,127.004616599397,유료,,공연 일정 별 상이,,02-6320-2400,https://www.ncfoundation.or.kr/info/space,50.1,양호
NOL 유니플렉스,공연장,공연시설,서울특별시 종로구 대학로12길 64,종로구,이화동,11010640,37.5811975750507,127.00362019054,유료,,프로그램별 상이,,02-766-2115,http://www.uniplex.co.kr/,45.7,양호
가톨릭대학교 전례박물관,박물관/기념관,전시시설,서울특별시 종로구 창경궁로 296-12 카톨릭대학교,종로구,이화동,11010640,37.58500811051911,127.00464760285244,무료,월~금 10:00~12:3014:00~17:00,"일요일, 법정공휴일",,02-740-9714,http://museum.catholic.ac.kr,165.3,양호
공간아울,공연장,공연시설,서울특별시 종로구 대학로 120 (동숭동) 지하 1층,종로구,이화동,11010640,37.5818758763205,127.002292683609,유료,,홈페이지 참조,,홈페이지 참조,https://www.facebook.com/p/%EB%8C%80%ED%95%99%EB%A1%9C-%EA%B3%B5%EA%B0%84%EC%95%84%EC%9A%B8-100063971955194/?_rdr,10.3,양호
단막극장,공연장,공연시설,서울특별시 종로구 동숭4길 16-3,종로구,이화동,11010640,37.5833180300981,127.004577870228,유료,"평일:09:30-23:00, 토요일:09:30-23:00, 일요일:09:30-23:00",개별 확인,,02-765-1544,없음,22.6,양호
대학로극장 쿼드,공연장,공연시설,서울 종로구 동숭길 122 서울문화재단 대학로센터 B2,종로구,이화동,11010640,37.5836990003446,127.00371665858,유료,,홈페이지 참조,,1577-0369,https://www.quad.or.kr/Home/Main,43.9,양호
대학로스타릿홀,공연장,공연시설,서울 종로구 대학로8가길 111 지하층,종로구,이화동,11010640,37.5809723294107,127.003528025078,무료,,매주 화요일,,0507-1465-0692,없음,19.7,양호
대학로예술극장,공연장,공연시설,서울시 종로구 대학로 10길 17 대학로예술극장,종로구,이화동,11010640,37.5820961487244,127.003178474246,무료,,월요일,,02-3668-0007,https://theater.arko.or.kr/home/main,46.8,양호
대학로자유극장,공연장,공연시설,서울특별시 종로구 대학로12길 31,종로구,이화동,11010640,37.5827487259914,127.003607698821,유료,,연중무휴,,02-743-0661,https://blog.naver.com/jautheater,33.3,양호
대학로티오엠,공연장,공연시설,서울특별시 종로구 대학로8가길 85,종로구,이화동,11010640,37.5822760636383,127.003645489475,유료,,정보없음,,1544-8303,http://www.towntom.com/,52.1,양호
드림시어터 소극장,공연장,공연시설,서울 종로구 대학로10길 15-11 지하1층,종로구,이화동,11010640,37.5822609507002,127.002771590367,유료,,정보없음,,0507-1327-0221,https://bulltheatre.modoo.at/,55.3,양호
링크아트센터드림,공연장,공연시설,서울특별시 종로구 동숭길 123,종로구,이화동,11010640,37.5832861777566,127.003293438561,유료,,홈페이지 참조,,02-3674-7897,https://blog.naver.com/dreamartcenter,80.5,양호
마로니에 야외공연장,공연장,공연시설,"서울특별시 종로구 대학로 104, 마로니에공원 내",종로구,이화동,11010640,37.5803340012344,127.002515322401,무료,,월요일,,02-2148-1815,https://culture.jongno.go.kr/media/ko/culture/fclt.do,58.0,양호
마루아트홀,공연장,공연시설,서울특별시 종로구 대학로8가길 30 3층,종로구,이화동,11010640,37.5822944732185,127.002523766192,유료,,개별 확인,,070-4618-5753,없음,42.0,양호
미마지아트센터 물빛극장,공연장,공연시설,서울특별시 종로구 대학로8가길 129,종로구,이화동,11010640,37.5803062246686,127.003529125757,유료,,없음,,02-6404-5005,없음,62.0,양호
서울문화재단 대학로센터,기타,기타문화,서울특별시 종로구 동숭길 122,종로구,이화동,11010640,37.5836990003446,127.00371665858,무료,,"월요일, 법정공휴일, 대체공휴일, 재단이 사전에 공지한 날",,02-758-2176,https://www.sfac.or.kr/artspace/artspace/sfac_daehakro_main.do,43.9,양호
서울예술인지원센터,기타,기타문화,서울특별시 종로구 동숭길 122,종로구,이화동,11010640,37.5836990003446,127.00371665858,무료,,매주 월요일,,02-758-2178,https://www.sfac.or.kr/sasc/main.do,43.9,양호
서울장애예술창작센터,기타,기타문화,서울 종로구 대학로12길 31 자유빌딩 2층,종로구,이화동,11010640,37.5827487259914,127.003607698821,무료,,정보없음,,02-423-6675,https://www.sfac.or.kr/artspace/artspace/jamsil_main.do,33.3,양호
소극장 혜화당,공연장,공연시설,서울 종로구 대학로12길 63 석마빌딩 3층,종로구,이화동,11010640,37.581224141386,127.004021190026,무료,,정보없음,,02-742-1505,https://www.instagram.com/theater_hyehwadang/,64.3,양호
스카이씨어터,공연장,공연시설,서울특별시 종로구 대학로8가길 52,종로구,이화동,11010640,37.5829828294892,127.002649344897,유료,,개별 확인,,070-4106-8889,없음,57.5,양호
스튜디오블루,박물관/기념관,전시시설,서울 종로구 대학로8가길 80 리트모빌딩 지하,종로구,이화동,11010640,37.5824772665454,127.003268042931,무료,,공휴일,,0507-1328-9207,없음,73.3,양호
시온아트홀,공연장,공연시설,서울 종로구 대학로8가길 52 3층,종로구,이화동,11010640,37.5829828294892,127.002649344897,유료,,정보없음,,070-8719-9106,https://www.instagram.com/sionart__hall/,57.5,양호
아르코꿈밭극장,공연장,공연시설,서울 종로구 대학로12길 46 삼광빌딩,종로구,이화동,11010640,37.5820571199944,127.00371635053,무료,,정보 없음,,정보 없음,https://theater.arko.or.kr/customerservice/notice/236587,71.0,양호
아르코미술관,미술관/갤러리,전시시설,서울 종로구 동숭길 3 한국문화예술위원회 아르코미술관,종로구,이화동,11010640,37.5805022887696,127.003256182632,무료,11:00~20:00,"월요일, 설, 추석",,02-760-4850,https://www.arko.or.kr/artcenter/,41.8,양호
아르코예술극장,공연장,공연시설,서울특별시 종로구 대학로8길 7,종로구,이화동,11010640,37.5811855191284,127.002999899724,유료,,화-일 10:00-19:00 (월 쉼),,02-3668-0007,https://theater.arko.or.kr/Home/ko/Main,58.0,양호
예술가의집,기타,기타문화,서울특별시 종로구 동숭길 3,종로구,이화동,11010640,37.5805022887696,127.003256182632,유료,,"일요일, 법정공휴일",,02-760-4715,https://www.arko.or.kr/arthouse/,41.8,양호
예스24스테이지,공연장,공연시설,서울특별시 종로구 대학로12길 21,종로구,이화동,11010640,37.5827488289051,127.003160727291,유료,,매주 월요일,,02-742-9637,https://yes24stage.com/,82.4,양호
예스24아트원,공연장,공연시설,서울 종로구 대학로12길 83 대학로 아트원씨어터,종로구,이화동,11010640,37.5802682775819,127.004006760831,유료,,홈페이지 참조,,02-762-0010,https://yes24stage.com/,45.8,양호
올웨이즈씨어터,공연장,공연시설,서울특별시 종로구 대학로 132,종로구,이화동,11010640,37.5830954646593,127.00210331198,유료,,홈페이지 참조,,02-332-4902,https://www.instagram.com/jl_company2019/,59.2,양호
이화장,기타,기타문화,서울특별시 종로구 이화장1길 32,종로구,이화동,11010640,37.578342566916,127.006414931482,무료,,공사중으로 현재 미개방,,02-762-3171,https://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=26990&menuNo=2009,75.8,양호
정극장,공연장,공연시설,서울특별시 종로구 대학로12길 69,종로구,이화동,11010640,37.5810020483497,127.003964572067,유료,,공연별 상이,,02-747-6485,https://www.ninejin.com/,64.9,양호
파랑새극장,공연장,공연시설,서울특별시 종로구 대학로 116 공공일호건물지하2층 파랑새극장,종로구,이화동,11010640,37.5815326869888,127.002336486451,유료,,개별 확인,,02-443-7765,https://www.instagram.com/parangsae.theater/,29.4,양호
한국장애인문화예술원,문화원,공연시설,서울특별시 종로구 대학로 112,종로구,이화동,11010640,37.5811899477465,127.002398629301,무료,,없음,,02-760-9700,https://www.kdac.or.kr/main/view,66.6,양호
한예극장,공연장,공연시설,서울특별시 종로구 이화장길 66,종로구,이화동,11010640,37.5782085789748,127.004718727521,유료,,홈페이지 참조,,02-784-7840,https://hanye.modoo.at/,60.8,양호
해바라기 소극장,공연장,공연시설,서울특별시 종로구 동숭길 76,종로구,이화동,11010640,37.5816428205946,127.004374097465,유료,,홈페이지 참조,,1600-1716,https://www.instagram.com/bara_16007047,51.3,양호
홍익대 대학로 아트센터,기타,기타문화,서울특별시 종로구 대학로 57,종로구,이화동,11010640,37.57669201980256,127.00152261402984,유료,,홈페이지 참조,,02-742-0300,http://www.hongikartcenter.com/main.do,92.0,양호
KCDF갤러리,미술관/갤러리,전시시설,서울특별시 종로구 인사동11길 8,종로구,종로1.2.3.4가동,11010610,37.5740079809751,126.984128478814,무료,,매주 월요일,,02-732-9382,https://www.instagram.com/kcdf_insta/,35.8,양호
OCI미술관,미술관/갤러리,전시시설,서울특별시 종로구 우정국로 45-14,종로구,종로1.2.3.4가동,11010610,37.5732395069024,126.982128279816,무료,,"일,월요일, 공휴일",,02-734-0440,http://ocimuseum.org,99.5,양호
가람화랑,미술관/갤러리,전시시설,서울특별시 종로구 인사동10길 11,종로구,종로1.2.3.4가동,11010610,37.5742827945118,126.985613628841,무료,오전 10:00 ~ 오후 6:00,"토요일, 일요일, 공휴일(기획 및 초대전시중에는 무휴)",,02-732-6170,http://www.garamgallery.co.kr/,69.8,양호
갤러리 라메르,미술관/갤러리,전시시설,서울특별시 종로구 인사동5길 26 홍익빌딩,종로구,종로1.2.3.4가동,11010610,37.5725819833564,126.984868085947,무료,10:00~18:30,화요일,,02-730-5454,http://www.gallerylamer.com/,73.0,양호
갤러리 모나리자 산촌,미술관/갤러리,전시시설,서울특별시 종로구 인사동길 30-13,종로구,종로1.2.3.4가동,11010610,37.57379444189,126.986257044732,무료,,연중무휴,,02-765-1114,https://gallerysanchon.com/,96.2,양호
갤러리 안터 공간 눈빛,미술관/갤러리,전시시설,서울특별시 종로구 인사동11길 16,종로구,종로1.2.3.4가동,11010610,37.5739510958196,126.983889409627,무료,,변동,,02-324-8272,https://www.facebook.com/profile.php?id=61564889454106&sk=about,19.0,양호
갤러리 인덱스,미술관/갤러리,전시시설,서울특별시 종로구 인사동길 45,종로구,종로1.2.3.4가동,11010610,37.5741966894963,126.984430460968,무료,,화요일,,02-722-6635,http://www.galleryindex.co.kr,22.3,양호
갤러리미즈,미술관/갤러리,전시시설,서울특별시 종로구 삼일대로 461,종로구,종로1.2.3.4가동,11010610,37.5755954796793,126.985829029631,무료,10:30 ~ 18:30,개별 확인,,02-722-8005,https://gallerymiz.com/,50.7,양호
경복궁 수정전,박물관/기념관,전시시설,서울특별시 종로구 사직로 161,종로구,종로1.2.3.4가동,11010610,37.5759040910202,126.976842133821,무료,,정보없음,,02-3700-3900,https://royal.cha.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=gbg,233.5,주의
경인미술관,미술관/갤러리,전시시설,서울특별시 종로구 인사동10길 11-4,종로구,종로1.2.3.4가동,11010610,37.5745908579478,126.985723489033,무료,10:00 ~ 19:00,신정 / 구정 / 추석,,02-733-4448,http://www.kyunginart.co.kr/,55.3,양호
공평도시유적전시관,박물관/기념관,전시시설,서울특별시 종로구 우정국로 26,종로구,종로1.2.3.4가동,11010610,37.57189081127559,126.98338815886144,무료,,연중무휴,,02-724-0135,https://museum.seoul.go.kr/www/intro/annexIntro/annex_gongpyeong/annex_gongpyeong_01.jsp?sso=ok,54.3,양호
관훈갤러리,미술관/갤러리,전시시설,서울특별시 종로구 인사동11길 11,종로구,종로1.2.3.4가동,11010610,37.5737991458507,126.984243988281,유료,10:30~18:30,월요일,,02-733-6469,http://www.kwanhoongallery.com/,38.2,양호
노화랑,미술관/갤러리,전시시설,서울특별시 종로구 인사동길 54,종로구,종로1.2.3.4가동,11010610,37.5748603162364,126.984085733694,무료,09:00 ~ 18:00,"일요일, 공휴일(전시기간 제외)",,02-732-3558,http://www.rhogallery.com/,61.4,양호
대한민국역사박물관,박물관/기념관,전시시설,서울특별시 종로구 세종대로 198,종로구,종로1.2.3.4가동,11010610,37.5737136067193,126.978339442463,무료,,"1월 1일, 설날(당일), 추석(당일)",,02-3703-9200,http://www.much.go.kr,86.4,양호
대한민국전통예술전승원,기타,기타문화,서울 종로구 삼일대로28길 16 하정빌딩 501호,종로구,종로1.2.3.4가동,11010610,37.5735402753764,126.988861161086,무료,,"매주 일요일, 공휴일",,02-766-3262,http://www.ktaia.or.kr,22.6,양호
동덕아트갤러리,미술관/갤러리,전시시설,서울특별시 종로구 우정국로 68,종로구,종로1.2.3.4가동,11010610,37.5749329202213,126.983315938932,무료,"10:00 ~ 19:0010:00 ~ 18:00(7~8월 1~2월 토,일요일,공휴일)",연중무휴,,02-732-6458,http://www.gallerydongduk.com/,74.1,양호
동산방화랑,미술관/갤러리,전시시설,서울특별시 종로구 인사동9길 35,종로구,종로1.2.3.4가동,11010610,37.5729277649791,126.983377627355,무료,10:00~18:00,"일요일, 공휴일",,02-733-5877,https://www.dongsanbanggallery.com/,21.3,양호
동호갤러리,미술관/갤러리,전시시설,서울특별시 종로구 인사동7길 12,종로구,종로1.2.3.4가동,11010610,37.5730678443379,126.985219247296,유료,10:00 ~ 19:00,정보없음,,02-722-3665,없음,53.4,양호
떡박물관,박물관/기념관,전시시설,서울 종로구 돈화문로 71 인산빌딩,종로구,종로1.2.3.4가동,11010610,37.5748995802783,126.990638129224,유료,평일 10:00~17:00일요일 12:00~17:00,"일, 설날?추석 당일",,02-741-5447,http://www.tkmuseum.or.kr/,89.3,양호
마루아트센터,기타,기타문화,서울 종로구 인사동길 35-6 B1/ 1 / 3F 마루아트센터,종로구,종로1.2.3.4가동,11010610,37.5734135359001,126.985058887009,무료,,연중무휴,,02-2223-2533,http://maruartcenter.co.kr/,56.4,양호
미림아트,미술관/갤러리,전시시설,서울시 종로구 인사동길 11-1 미림아트센터 3F,종로구,종로1.2.3.4가동,11010610,37.571852756212,126.986681102308,무료,,전시 일정 별 상이,,027355711,https://www.milimart.com/,37.9,양호
미오갤러리,미술관/갤러리,전시시설,서울 종로구 청계천로 55 지하1층,종로구,종로1.2.3.4가동,11010610,37.5690245373078,126.9838385148,무료,,"매주 일요일, 월요일",,없음,http://meoseoulgallery.com/ ,56.5,양호
보신각,기타,기타문화,서울특별시 종로구 종로 54,종로구,종로1.2.3.4가동,11010610,37.5697673859634,126.983677617361,무료,,매주 월요일,,02-2133-0983,https://culture.seoul.go.kr/culture/main/contents.do?menuNo=200049,80.2,양호
불교중앙박물관,박물관/기념관,전시시설,서울특별시 종로구 우정국로 55,종로구,종로1.2.3.4가동,11010610,37.5738931410856,126.981881684461,무료,,"월요일, 메년 1월1일, 명절연휴",,02-2011-1960,http://museum.buddhism.or.kr,68.3,양호
서울돈화문국악당,공연장,공연시설,서울  종로구 와룡동 12-2,종로구,종로1.2.3.4가동,11010610,37.5772502822,126.9907306641,유료,,매주 월요일,,02-3210-7001~2,https://sgtt.kr/,49.3,양호
서울무형유산교육전시장,기타,기타문화,서울특별시 종로구 율곡로 10길 13,종로구,종로1.2.3.4가동,11010610,37.5769351431409,126.991104508988,유료,오전 11시 ~ 오후 5시,매주 월요일,시연실 12개 : 매일 6~8종목 시연 / 전시판매실 2개 : 상설 및 기획 전시 /교육체험실 2개 : 시민체험프로그램,02-742-6444,http://seoulmaster.co.kr/index.php,25.0,양호
서울생활문화센터 낙원,기타,기타문화,서울 종로구 삼일대로 428 낙원상가 1층 하부공간,종로구,종로1.2.3.4가동,11010610,37.5727635233966,126.987902476529,무료,,"일요일, 신정, 구정, 추석연휴",,02-6959-8323,http://www.nakwon-communityart.or.kr/,42.9,양호
서울우리소리박물관,박물관/기념관,전시시설,서울특별시 종로구 율곡로 96,종로구,종로1.2.3.4가동,11010610,37.577157928122,126.989622047178,무료,"09:00 ~ 18:00 화~일 (입장 마감 17:30)<br>18:00 ~ 21:00 매주 금요일 서울문화의밤 운영(2024.04.~12.)<br>※개관시설: 음원감상실, 테마전시공간, 후원 등","매주 월요일, 1월 1일",,02-742-2600,https://museum.seoul.go.kr/sekm,95.3,양호
선화랑,미술관/갤러리,전시시설,서울특별시 종로구 인사동5길 8,종로구,종로1.2.3.4가동,11010610,37.5729226658133,126.985721883088,무료,10:00 ~ 18:00,"매주 일요일, 공휴일",,02-734-0458,http://www.sungallery.co.kr/,14.3,양호
수림큐브,미술관/갤러리,전시시설,서울특별시 종로구 돈화문로 84,종로구,종로1.2.3.4가동,11010610,37.5759408685551,126.990750184392,무료,,"일요일, 공휴일 ",,02-765-7911,http://soorimcf.or.kr/,35.3,양호
